CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
20190213,T02,2005701,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 01:42:23 PM,200 Block of MONTGOMERY ST,SF,94104,B01,13,1235,3,3,3,false,null,1,TRUCK,3,1,3,Financial District/South Beach,"(37.7914249452441, -122.402544180964)",020190213-T02,2.8333333
20190214,E10,2005702,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 01:46:48 PM,DIVISADERO ST/POST ST,SF,94115,B04,10,4131,3,3,3,false,null,1,ENGINE,1,5,5,Japantown,"(37.7843186737916, -122.439684677541)",020190214-E10,2.9333334
20190214,M10,2005702,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 01:52:09 PM,DIVISADERO ST/POST ST,SF,94115,B04,10,4131,3,3,3,false,null,1,MEDIC,2,5,5,Japantown,"(37.7843186737916, -122.439684677541)",020190214-M10,2.85
20190215,T17,2005703,Other,01/19/2002,01/19/2002,Other,01/19/2002 02:16:19 PM,100 Block of ARLETA AVE,SF,94134,B10,44,6267,3,3,3,true,null,1,TRUCK,1,9,10,Visitacion Valley,"(37.7135351434593, -122.405821093621)",020190215-T17,6.6666665
20190216,E08,2005705,Outside Fire,01/19/2002,01/19/2002,Other,01/19/2002 02:03:19 PM,5TH ST/MISSION ST,SF,94103,B03,01,2246,3,3,3,false,null,1,ENGINE,1,3,6,South of Market,"(37.7827316349865, -122.406479403956)",020190216-E08,2.6166666
20190217,E03,2005706,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:01:18 PM,400 Block of GEARY ST,SF,94102,B01,03,1411,3,3,3,false,null,1,ENGINE,1,1,3,Tenderloin,"(37.7869901974862, -122.410683910107)",020190217-E03,2.6833334
20190217,M28,2005706,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:19:09 PM,400 Block of GEARY ST,SF,94102,B01,03,1411,3,3,3,true,null,1,MEDIC,2,1,3,Tenderloin,"(37.7869901974862, -122.410683910107)",020190217-M28,2.25
20190218,B02,2005707,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 02:06:10 PM,0 Block of WOODWARD ST,SF,94103,B02,36,5215,3,3,3,false,null,1,CHIEF,1,2,9,Mission,"(37.7690757517644, -122.420788636046)",020190218-B02,1.9833333
20190218,E36,2005707,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 02:06:10 PM,0 Block of WOODWARD ST,SF,94103,B02,36,5215,3,3,3,false,null,1,ENGINE,3,2,9,Mission,"(37.7690757517644, -122.420788636046)",020190218-E36,2.4333334
20190218,T06,2005707,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 02:06:04 PM,0 Block of WOODWARD ST,SF,94103,B02,36,5215,3,3,3,false,null,1,TRUCK,2,2,9,Mission,"(37.7690757517644, -122.420788636046)",020190218-T06,2
20190219,M08,2005708,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:05:37 PM,0 Block of POWELL ST,SF,94102,B03,01,1364,3,3,3,true,null,1,MEDIC,1,3,3,Tenderloin,"(37.7850867152448, -122.407843896687)",020190219-M08,4.4666667
20190220,E31,2005709,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:02:30 PM,700 Block of 17TH AVE,SF,94118,B07,31,7156,3,3,3,false,null,1,ENGINE,1,7,1,Outer Richmond,"(37.7738984176658, -122.475613215792)",020190220-E31,1.6833333
20190222,E14,2005710,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:21:40 PM,400 Block of 14TH AVE,SF,94118,B07,31,7146,3,3,3,false,null,1,ENGINE,1,7,1,Outer Richmond,"(37.7796642527316, -122.472845331016)",020190222-E14,3.4833333
20190222,M14,2005710,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:21:27 PM,400 Block of 14TH AVE,SF,94118,B07,31,7146,3,3,3,true,null,1,MEDIC,2,7,1,Outer Richmond,"(37.7796642527316, -122.472845331016)",020190222-M14,2.3833334
20190223,E05,2005711,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:14:12 PM,ELLIS ST/WEBSTER ST,SF,94115,B04,05,3514,3,3,3,false,null,1,ENGINE,1,5,5,Western Addition,"(37.7825698868934, -122.43079788324)",020190223-E05,1.4833333
20190223,M05,2005711,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:54:18 PM,ELLIS ST/WEBSTER ST,SF,94115,B04,05,3514,3,3,3,true,null,1,MEDIC,2,5,5,Western Addition,"(37.7825698868934, -122.43079788324)",020190223-M05,1.7
20190224,E03,2005712,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 02:05:09 PM,ELLIS ST/HYDE ST,SF,94109,B02,03,1555,3,3,3,false,null,1,ENGINE,1,2,6,Tenderloin,"(37.784448840667, -122.416071735104)",020190224-E03,1.3
20190225,M10,2005713,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:18:44 PM,5500 Block of GEARY BLVD,SF,94121,B07,14,7172,2,2,2,false,null,1,MEDIC,1,7,1,Outer Richmond,"(37.7804834687327, -122.478850126258)",020190225-M10,7.116667
20190227,M15,2005714,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:00:15 PM,2000 Block of SAN JOSE AVE,SF,94112,B09,15,8311,1,1,2,false,null,1,MEDIC,1,9,11,Outer Mission,"(37.7240077049053, -122.443963965923)",020190227-M15,5.1
20190229,M36,2005715,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:28:39 PM,0 Block of 12TH ST,SF,94103,B02,36,3212,1,1,2,true,null,1,MEDIC,1,2,6,Mission,"(37.7740948566882, -122.420001436964)",020190229-M36,2.9
20190231,E03,2005716,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:24:13 PM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,false,null,1,ENGINE,2,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",020190231-E03,3.6333334
20190231,M03,2005716,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 02:59:53 PM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,true,null,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",020190231-M03,3.55
20190232,B02,2005717,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 02:32:10 PM,400 Block of VAN NESS AVE,SF,94102,B02,36,3237,3,3,3,false,null,1,CHIEF,1,2,5,Hayes Valley,"(37.7791421967394, -122.420215389829)",020190232-B02,0.8333333
20190232,E36,2005717,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 02:32:10 PM,400 Block of VAN NESS AVE,SF,94102,B02,36,3237,3,3,3,false,null,1,ENGINE,2,2,5,Hayes Valley,"(37.7791421967394, -122.420215389829)",020190232-E36,2.2666667
20190232,T03,2005717,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 02:32:10 PM,400 Block of VAN NESS AVE,SF,94102,B02,36,3237,3,3,3,false,null,1,TRUCK,3,2,5,Hayes Valley,"(37.7791421967394, -122.420215389829)",020190232-T03,2.0833333
20190234,E44,2005718,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:03:31 PM,SUNNYDALE AV/TOMASO CT,SF,94134,B09,44,6253,3,3,3,true,null,1,ENGINE,1,9,10,Visitacion Valley,"(37.7101092091575, -122.409583756441)",020190234-E44,4.2166667
20190234,M43,2005718,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:59:12 PM,SUNNYDALE AV/TOMASO CT,SF,94134,B09,44,6253,3,3,3,true,null,1,MEDIC,2,9,10,Visitacion Valley,"(37.7101092091575, -122.409583756441)",020190234-M43,3.6166666
20190236,B01,2005719,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 02:56:04 PM,500 Block of CALIFORNIA ST,SF,94104,B01,13,1234,3,3,3,false,null,1,CHIEF,2,1,3,Financial District/South Beach,"(37.7927299343809, -122.40328650281)",020190236-B01,3.05
20190236,E02,2005719,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 02:56:04 PM,500 Block of CALIFORNIA ST,SF,94104,B01,13,1234,3,3,3,false,null,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7927299343809, -122.40328650281)",020190236-E02,2.9166667
20190236,T02,2005719,Alarms,01/19/2002,01/19/2002,Other,01/19/2002 02:56:04 PM,500 Block of CALIFORNIA ST,SF,94104,B01,13,1234,3,3,3,false,null,1,TRUCK,3,1,3,Financial District/South Beach,"(37.7927299343809, -122.40328650281)",020190236-T02,3.6
20190237,E13,2005720,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:09:06 PM,BAY ST/TAYLOR ST,SF,94133,B01,28,1425,3,3,3,false,null,1,ENGINE,1,1,3,North Beach,"(37.8054171711156, -122.415241486546)",020190237-E13,2.7166667
20190237,M28,2005720,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:49:42 PM,BAY ST/TAYLOR ST,SF,94133,B01,28,1425,3,3,3,true,null,1,MEDIC,2,1,3,North Beach,"(37.8054171711156, -122.415241486546)",020190237-M28,1.8666667
20190238,E03,2005721,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:09:35 PM,400 Block of HYDE ST,SF,94109,B02,03,1555,3,3,3,false,null,1,ENGINE,1,2,6,Tenderloin,"(37.7849211326639, -122.416097390622)",020190238-E03,2.5833333
20190238,M03,2005721,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:34:54 PM,400 Block of HYDE ST,SF,94109,B02,03,1555,3,3,3,true,null,1,MEDIC,2,2,6,Tenderloin,"(37.7849211326639, -122.416097390622)",020190238-M03,1.9833333
20190242,E03,2005722,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 03:15:40 PM,EDDY ST/LEAVENWORTH ST,SF,94102,B02,03,1545,3,3,3,false,null,1,ENGINE,1,2,6,Tenderloin,"(37.7837237829964, -122.414241575227)",020190242-E03,0.8
20190243,B01,2005723,Other,01/19/2002,01/19/2002,Other,01/19/2002 03:25:02 PM,700 Block of STOCKTON ST,SF,94108,B01,02,1326,3,3,3,false,null,1,CHIEF,2,1,3,Chinatown,"(37.7924812894581, -122.407636417801)",020190243-B01,6.9666667
20190243,E02,2005723,Other,01/19/2002,01/19/2002,Other,01/19/2002 03:25:02 PM,700 Block of STOCKTON ST,SF,94108,B01,02,1326,3,3,3,false,null,1,ENGINE,1,1,3,Chinatown,"(37.7924812894581, -122.407636417801)",020190243-E02,5.883333
20190245,M29,2005726,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:24:28 PM,17TH ST/HAMPSHIRE ST,SF,94110,B02,29,5243,2,2,2,true,null,1,MEDIC,1,2,10,Mission,"(37.764427172805, -122.40842398849)",020190245-M29,4.9
20190246,E34,2005725,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:35:26 PM,800 Block of LA PLAYA,SF,94121,B07,34,7311,3,3,3,false,null,1,ENGINE,1,7,1,Outer Richmond,"(37.7723310720776, -122.509896781841)",020190246-E34,5.7166667
20190246,M18,2005725,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:13:38 PM,800 Block of LA PLAYA,SF,94121,B07,34,7311,3,3,3,false,null,1,MEDIC,2,7,1,Outer Richmond,"(37.7723310720776, -122.509896781841)",020190246-M18,5.4
20190247,E31,2005727,Citizen Assist / Service Call,01/19/2002,01/19/2002,Other,01/19/2002 03:26:19 PM,200 Block of 4TH AVE,SF,94118,B07,31,7125,3,3,3,false,null,1,ENGINE,1,7,1,Inner Richmond,"(37.7839758040017, -122.462278443811)",020190247-E31,2.1166666
20190248,M07,2005728,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:28:14 PM,18TH ST/ALABAMA ST,SF,94110,B02,07,5244,3,3,3,true,null,1,MEDIC,1,2,9,Mission,"(37.7616430475672, -122.412050308959)",020190248-M07,3.0833333
20190250,M13,2005730,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:19:30 PM,1000 Block of CONNECTICUT ST,SF,94107,B10,37,2615,2,2,2,true,null,1,MEDIC,2,10,10,Potrero Hill,"(37.7535461760596, -122.397211836423)",020190250-M13,2.9166667
20190253,M15,2005733,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 03:59:04 PM,0 Block of BLYTHDALE AVE,SF,94134,B09,43,6244,1,1,2,false,null,1,MEDIC,1,9,10,Visitacion Valley,"(37.7107672954351, -122.417678812123)",020190253-M15,6.616667
20190254,M07,2005735,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:30:58 PM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,2,2,2,true,null,1,MEDIC,1,2,8,Mission,"(37.7627436601147, -122.421747650463)",020190254-M07,4.616667
20190255,E02,2005734,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:09:23 PM,1400 Block of POWELL ST,SF,94133,B01,02,1353,3,3,3,false,null,1,ENGINE,1,1,3,Chinatown,"(37.7979051468547, -122.410291496741)",020190255-E02,3.45
20190255,M41,2005734,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:55:00 PM,1400 Block of POWELL ST,SF,94133,B01,02,1353,3,3,3,true,null,1,MEDIC,2,1,3,Chinatown,"(37.7979051468547, -122.410291496741)",020190255-M41,3.5833333
20190256,M10,2005737,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:39:13 PM,3300 Block of CALIFORNIA ST,SF,94118,B04,10,4421,1,1,2,false,null,1,MEDIC,1,4,2,Presidio Heights,"(37.7869977461494, -122.449304455831)",020190256-M10,6.5333333
20190258,M29,2005738,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:29:20 PM,3000 Block of 24TH ST,SF,94110,B06,07,5527,1,1,2,true,null,1,MEDIC,1,6,9,Mission,"(37.7526417555714, -122.412733985804)",020190258-M29,2.6666667
20190259,E37,2005740,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:54:01 PM,900 Block of ILLINOIS ST,SF,94107,B10,37,2665,3,3,3,false,null,1,ENGINE,1,10,10,Potrero Hill,"(37.7592707238905, -122.387509703036)",020190259-E37,5
20190259,M08,2005740,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:21:15 PM,900 Block of ILLINOIS ST,SF,94107,B10,37,2665,3,3,3,true,null,1,MEDIC,2,10,10,Potrero Hill,"(37.7592707238905, -122.387509703036)",020190259-M08,5.25
20190259,T08,2005740,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:46:13 PM,900 Block of ILLINOIS ST,SF,94107,B10,37,2665,3,3,3,false,null,1,TRUCK,4,10,10,Potrero Hill,"(37.7592707238905, -122.387509703036)",020190259-T08,19.05
20190260,E07,2005739,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:22:58 PM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,3,3,3,false,null,1,ENGINE,1,2,8,Mission,"(37.7621357066004, -122.421689426887)",020190260-E07,3.7833333
20190260,M36,2005739,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:08:20 PM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,3,3,3,true,null,1,MEDIC,2,2,8,Mission,"(37.7621357066004, -122.421689426887)",020190260-M36,6
20190261,E43,2005741,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:25:36 PM,GENEVA AV/PARIS ST,SF,94112,B09,43,6232,3,3,3,false,null,1,ENGINE,3,9,11,Excelsior,"(37.7156725556319, -122.439438470763)",020190261-E43,2.1333334
20190261,M43,2005741,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:07:02 PM,GENEVA AV/PARIS ST,SF,94112,B09,43,6232,3,3,3,true,null,1,MEDIC,1,9,11,Excelsior,"(37.7156725556319, -122.439438470763)",020190261-M43,0.95
20190262,E10,2005742,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 04:19:08 PM,BRODERICK ST/OFARRELL ST,SF,94115,B05,10,4236,3,3,3,false,null,1,ENGINE,1,5,2,Western Addition,"(37.7822392297382, -122.440963129762)",020190262-E10,1.1
20190262,T10,2005742,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 04:19:08 PM,BRODERICK ST/OFARRELL ST,SF,94115,B05,10,4236,3,3,3,false,null,1,TRUCK,2,5,2,Western Addition,"(37.7822392297382, -122.440963129762)",020190262-T10,1.4
20190263,E31,2005743,Outside Fire,01/19/2002,01/19/2002,Other,01/19/2002 04:23:52 PM,FULTON ST/PARK PRESIDIO BL,SF,94118,B07,31,7144,3,3,3,false,null,1,ENGINE,1,7,1,Golden Gate Park,"(37.7731389469461, -122.471762120845)",020190263-E31,2.1833334
20190264,M38,2005744,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:35:49 PM,0 Block of LECH WALESA ST,SF,94102,B02,36,0381,2,2,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7779246419176, -122.418936072128)",020190264-M38,7.05
20190267,M13,2005745,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:12:57 PM,GEARY ST/LARKIN ST,SF,94109,B04,03,1556,2,2,2,true,null,1,MEDIC,1,4,6,Tenderloin,"(37.7861010388203, -122.418088098825)",020190267-M13,2.4666667
20190269,E44,2005746,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:43:31 PM,ALPHA ST/LELAND AV,SF,94134,B09,44,6256,3,3,3,true,null,1,ENGINE,1,9,10,Visitacion Valley,"(37.7119334722542, -122.405632132176)",020190269-E44,1.55
20190269,M32,2005746,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:28:12 PM,ALPHA ST/LELAND AV,SF,94134,B09,44,6256,3,3,3,true,null,1,MEDIC,3,9,10,Visitacion Valley,"(37.7119334722542, -122.405632132176)",020190269-M32,1.0166667
20190269,RC4,2005746,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:44:16 PM,ALPHA ST/LELAND AV,SF,94134,B09,44,6256,3,3,3,true,null,1,RESCUE CAPTAIN,2,9,10,Visitacion Valley,"(37.7119334722542, -122.405632132176)",020190269-RC4,1.3833333
20190270,T01,2005747,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 04:42:03 PM,3RD ST/HOWARD ST,SF,94105,B03,01,2177,3,3,3,false,null,1,TRUCK,2,3,6,Financial District/South Beach,"(37.7850302848881, -122.400468484412)",020190270-T01,1.4333333
20190271,E09,2005748,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 04:49:53 PM,24TH ST/YORK ST,SF,94110,B06,09,5531,3,3,3,false,null,1,ENGINE,2,6,9,Mission,"(37.7528524062967, -122.408188967839)",020190271-E09,1.5666667
20190271,T09,2005748,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 04:49:57 PM,24TH ST/YORK ST,SF,94110,B06,09,5531,3,3,3,true,null,1,TRUCK,1,6,9,Mission,"(37.7528524062967, -122.408188967839)",020190271-T09,1.4666667
20190272,E01,2005749,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 04:52:37 PM,3RD ST/MARKET ST,SF,94103,B01,01,1241,1,1,2,false,null,1,ENGINE,2,3,6,Financial District/South Beach,"(37.7876418476067, -122.403430803415)",020190272-E01,3.3666666
20190273,E15,2005750,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:22:28 PM,300 Block of DELANO AVE,SF,94112,B09,15,8311,3,3,3,true,null,1,ENGINE,2,9,11,Outer Mission,"(37.724357825223, -122.44255135956)",020190273-E15,1.9333333
20190273,M15,2005750,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:43:08 PM,300 Block of DELANO AVE,SF,94112,B09,15,8311,3,3,3,false,null,1,MEDIC,1,9,11,Outer Mission,"(37.724357825223, -122.44255135956)",020190273-M15,2.8333333
20190274,E25,2005751,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:01:19 PM,1800 Block of OAKDALE AVE,SF,94124,B10,17,0627,3,3,3,false,null,1,ENGINE,6,10,10,Bayview Hunters Point,"(37.7370657700508, -122.394565756376)",020190274-E25,2.2
20190274,E42,2005751,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:01:19 PM,1800 Block of OAKDALE AVE,SF,94124,B10,17,0627,3,3,3,false,null,1,ENGINE,7,10,10,Bayview Hunters Point,"(37.7370657700508, -122.394565756376)",020190274-E42,3.75
20190274,M17,2005751,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:01:19 PM,1800 Block of OAKDALE AVE,SF,94124,B10,17,0627,3,3,3,true,null,1,MEDIC,8,10,10,Bayview Hunters Point,"(37.7370657700508, -122.394565756376)",020190274-M17,2.2666667
20190274,RS2,2005751,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:01:19 PM,1800 Block of OAKDALE AVE,SF,94124,B10,17,0627,3,3,3,false,null,1,RESCUE SQUAD,9,10,10,Bayview Hunters Point,"(37.7370657700508, -122.394565756376)",020190274-RS2,1.9666667
20190274,T09,2005751,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:01:19 PM,1800 Block of OAKDALE AVE,SF,94124,B10,17,0627,3,3,3,true,null,1,TRUCK,2,10,10,Bayview Hunters Point,"(37.7370657700508, -122.394565756376)",020190274-T09,3.8166666
20190274,T17,2005751,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:06:52 PM,1800 Block of OAKDALE AVE,SF,94124,B10,17,0627,3,3,3,true,null,1,TRUCK,4,10,10,Bayview Hunters Point,"(37.7370657700508, -122.394565756376)",020190274-T17,2.65
20190275,M03,2005752,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:46:26 PM,100 Block of TAYLOR ST,SF,94102,B03,01,1453,3,3,3,true,null,1,MEDIC,2,3,6,Tenderloin,"(37.7836863385082, -122.410789885334)",020190275-M03,3.6333334
20190275,RC1,2005752,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:02:38 PM,100 Block of TAYLOR ST,SF,94102,B03,01,1453,3,3,3,true,null,1,RESCUE CAPTAIN,3,3,6,Tenderloin,"(37.7836863385082, -122.410789885334)",020190275-RC1,3.5333333
20190275,RS1,2005752,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:04:34 PM,100 Block of TAYLOR ST,SF,94102,B03,01,1453,3,3,3,true,null,1,RESCUE SQUAD,1,3,6,Tenderloin,"(37.7836863385082, -122.410789885334)",020190275-RS1,3.4666667
20190276,M05,2005753,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:22:51 PM,0 Block of FELL ST,SF,94102,B02,36,3111,1,1,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",020190276-M05,5.0333333
20190277,E34,2005754,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:04:42 PM,1000 Block of POINT LOBOS AVE,SF,94121,B07,34,7314,3,3,3,false,null,1,ENGINE,2,7,1,Outer Richmond,"(37.7784851093699, -122.513648358636)",020190277-E34,1.1166667
20190277,T14,2005754,Structure Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:04:42 PM,1000 Block of POINT LOBOS AVE,SF,94121,B07,34,7314,3,3,3,false,null,1,TRUCK,1,7,1,Outer Richmond,"(37.7784851093699, -122.513648358636)",020190277-T14,2.1833334
20190279,M28,2005755,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:32:13 PM,BELDEN PL/PINE ST,SF,94104,B01,13,1235,1,1,2,true,null,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7917349839842, -122.403868716336)",020190279-M28,2.7833333
20190280,M12,2005756,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:33:27 PM,HAIGHT ST/STANYAN ST,SF,94117,B05,12,4545,1,1,2,true,null,1,MEDIC,1,7,5,Haight Ashbury,"(37.7691652248423, -122.453536875377)",020190280-M12,2.2333333
20190281,E11,2005757,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:34:06 PM,100 Block of COLERIDGE ST,SF,94110,B06,11,5662,E,E,3,false,null,1,ENGINE,2,6,9,Bernal Heights,"(37.7433946152786, -122.42000112094)",020190281-E11,1.35
20190281,M07,2005757,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:34:50 PM,100 Block of COLERIDGE ST,SF,94110,B06,11,5662,E,E,3,true,null,1,MEDIC,3,6,9,Bernal Heights,"(37.7433946152786, -122.42000112094)",020190281-M07,1.1666666
20190281,RC3,2005757,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:51:51 PM,100 Block of COLERIDGE ST,SF,94110,B06,11,5662,E,E,3,false,null,1,RESCUE CAPTAIN,4,6,9,Bernal Heights,"(37.7433946152786, -122.42000112094)",020190281-RC3,1.5166667
20190281,T11,2005757,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:33:34 PM,100 Block of COLERIDGE ST,SF,94110,B06,11,5662,E,E,3,true,null,1,TRUCK,1,6,9,Bernal Heights,"(37.7433946152786, -122.42000112094)",020190281-T11,1.4833333
20190282,E05,2005758,Outside Fire,01/19/2002,01/19/2002,Other,01/19/2002 05:23:25 PM,800 Block of BUCHANAN ST,SF,94102,B02,05,3424,3,3,3,false,null,1,ENGINE,1,2,5,Hayes Valley,"(37.777656834818, -122.428127179839)",020190282-E05,0.8666667
20190283,E08,2005759,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:26:25 PM,500 Block of 5TH ST,SF,94107,B03,08,2242,3,3,3,false,null,1,ENGINE,2,3,6,South of Market,"(37.7776242389287, -122.39998111124)",020190283-E08,3.55
20190283,M29,2005759,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:52:05 PM,500 Block of 5TH ST,SF,94107,B03,08,2242,3,3,3,true,null,1,MEDIC,1,3,6,South of Market,"(37.7776242389287, -122.39998111124)",020190283-M29,2.9
20190284,M10,2005760,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 07:05:22 PM,ASHBURY ST/PAGE ST,SF,94117,B05,21,4513,2,2,2,false,null,1,MEDIC,1,5,5,Haight Ashbury,"(37.7709346395903, -122.447122700475)",020190284-M10,9.5
20190285,E07,2005761,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:41:51 PM,18TH ST/DOLORES ST,SF,94110,B06,07,5435,3,3,3,false,null,1,ENGINE,2,2,8,Mission,"(37.761427134441, -122.426076501845)",020190285-E07,1.75
20190285,M36,2005761,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 06:12:14 PM,18TH ST/DOLORES ST,SF,94110,B06,07,5435,3,3,3,true,null,1,MEDIC,3,2,8,Mission,"(37.761427134441, -122.426076501845)",020190285-M36,2.15
20190285,RS2,2005761,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:41:55 PM,18TH ST/DOLORES ST,SF,94110,B06,07,5435,3,3,3,false,null,1,RESCUE SQUAD,1,2,8,Mission,"(37.761427134441, -122.426076501845)",020190285-RS2,1.5666667
20190289,E38,2005762,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 05:57:10 PM,2400 Block of SACRAMENTO ST,SF,94115,B04,38,3544,3,3,3,false,null,1,ENGINE,1,4,2,Pacific Heights,"(37.7898100005704, -122.433800051784)",020190289-E38,3.3333333
20190289,M38,2005762,Medical Incident,01/19/2002,01/19/2002,Other,01/19/2002 06:35:42 PM,2400 Block of SACRAMENTO ST,SF,94115,B04,38,3544,3,3,3,true,null,1,MEDIC,2,4,2,Pacific Heights,"(37.7898100005704, -122.433800051784)",020190289-M38,3.8
